EC	0_1	24_2	144_1	144_2	144_4	240_1	240_5	0_3	24_5	36_1	36_5	144_5	24_1	36_3	36_4	240_3	240_4
EC:3.4.16.4	329.81778	474.63126	310.1902	579.5941	302.7513	412.26233	362.05542	282.05347	352.42603	228.57999	210.52797	291.08997	398.86923	254.50546	293.045	0	360.4165	
EC:3.6.1.17	0	0.52415	0	2.8407302	1.53216	4.64994	0	1.56931	0	2.61122	0	1.23923	0	0	0	0	0	
EC:1.1.2.3	33.74331	55.18547	32.70311	94.5231	39.476154	51.667416	56.990547	40.245636	52.862835	52.13046	26.615402	34.55607	61.610054	38.93729	58.886887	0	32.115295	
EC:2.5.1.19	125.21811	137.75383	154.48572	199.185	133.39651	256.4225	163.80362	114.596855	136.89246	152.3868	134.5181	133.09804	215.65404	158.76552	136.08134	0	113.72233	
EC:3.6.1.11	183.20697	214.25662	241.51765	151.29976	220.85426	162.76968	177.60312	200.85713	147.7466	168.21742	148.29282	210.84901	236.94086	211.7753	172.93976	0	202.76572	
EC:2.5.1.18	2052.0027	1380.1918	1250.5591	933.5084	1159.4438	1324.5571	1074.7283	1731.1451	1841.4244	1393.3165	1291.1628	1079.0416	1410.2429	1376.699	1406.6124	0	1114.9225	
EC:3.6.1.13	239.022	246.78241	254.84619	151.84293	308.3903	175.44153	223.46411	231.75137	211.7157	251.06018	211.36493	248.77335	246.12746	213.68259	213.37483	0	283.3337	
EC:2.5.1.17	118.16907	124.40197	91.743034	141.7365	79.80398	142.23918	94.840904	118.83496	85.61347	79.34737	76.56636	70.407364	95.54421	111.81605	78.423	0	91.26815	
EC:1.1.2.4	18.149029	31.89964	23.248766	78.727036	22.135117	56.999233	33.542767	15.591865	29.133978	18.432909	32.296112	17.73662	50.32369	5.23069	33.635864	0	25.312197	
EC:2.5.1.16	317.9771	189.29745	131.43007	114.33942	121.61265	96.89476	156.12312	297.1136	161.62674	241.185	210.88939	112.24687	130.03792	217.38052	217.66039	0	171.30865	
EC:1.1.2.7	1.39877	82.180565	9.506652	16.907248	9.41602	25.516857	0.617109	1.03035	134.30705	12.84102	5.96418	10.402691	101.046745	13.60476	8.40117	0	0	
EC:2.5.1.15	252.02235	296.9057	235.76385	170.51804	201.796	227.54944	203.30537	183.73792	196.16562	127.111824	106.03478	216.00919	281.7082	113.38977	139.85736	0	157.26598	
EC:1.1.2.6	0	0	0	0	0	0.633951	0	0.918962	0	3.19516	2.16605	0	0	0	0	0	0	
EC:1.1.2.8	54.122673	999.55707	6489.1367	7728.874	3763.8687	1909.5736	609.03766	70.53916	170.05159	59.672436	64.701065	5094.76	475.9378	27.93916	44.655888	0	320.87686	
EC:3.13.1.3	3.33994	5.0959	2.80349	3.223917	3.08611	0	2.7427301	2.78376	1.52213	0	0	3.52045	6.558963	0	2.7929	0	3.0999079	
EC:3.4.14.10	0	2.489858	3.70329	2.117501	4.063614	3.080128	3.6985202	0	4.88211	0	0	5.877736	0	0	0	0	13.227079	
EC:2.9.1.2	0	0	0	0	0	0	0	0	0.282917	0	0	0	0	0	0	0	0	
EC:1.13.12.16	402.3373	484.85486	397.35797	330.51077	245.95654	284.17502	286.38113	324.43207	326.21228	323.66626	240.73203	259.88254	383.6169	246.57436	252.03564	0	286.04922	
EC:3.4.22.41	0	12.694891	0	50.006927	0	53.355843	0	0	0	0	0	0	1.48201	8.86726	0	0	37.44888	
EC:3.4.22.40	0	0	0	1.55802	0	0	0	0	0.332577	0	0	0	0	0	4.17781	0	0	
EC:2.9.1.-	79.43467	82.06345	55.233524	49.941547	50.316128	71.15014	53.70157	72.52119	58.632465	64.22627	46.380512	45.82582	70.69863	34.548233	45.50747	0	43.53911	
EC:2.9.1.1	129.69974	83.98125	44.587437	39.776756	34.809864	72.52882	34.58411	133.2369	84.12086	74.2451	55.01109	56.033787	79.28491	101.4666	60.029247	0	33.167118	
EC:3.6.1.66	83.849266	149.6811	84.805336	101.15214	68.530014	127.57945	93.08081	88.80804	110.83778	72.355576	75.29615	68.16639	133.76813	81.070114	46.85403	0	86.48235	
EC:3.4.22.38	0	0	0	0	0	0.73961	0	0	0	0	0	0	0	5.73104	0	0	0	
EC:3.6.1.63	8.52882	11.404034	0.4273	8.116754	2.48482	7.419936	6.715184	19.014143	11.187775	1.664495	0	1.821566	16.226048	0	0	0	5.07322	
EC:3.6.1.62	0	0	0	0	0	0.964708	0	0	0	0	0	0	0	0	0	0	0	
EC:3.6.1.61	0	0	0	27.9108	0	15.99088	0	0	0	0	0	0	2.89823	0	0	0	0	
EC:3.11.1.2	320.129	181.3612	190.49832	156.20822	201.31287	125.83721	262.79947	279.21002	227.69211	311.88733	213.14728	232.88315	188.87424	256.4139	237.87077	0	369.46432	
EC:3.1.2.15	0	0	2.30415	0	0	0	2.07195	0	1.16145	0	0	1.07177	0	0	0	0	0	
EC:3.11.1.1	11.38045	13.11826	23.320353	21.4295	16.17772	12.5871725	21.55455	18.708702	11.949369	15.15815	10.0821	15.764251	12.2253	21.16158	13.76169	0	15.218283	
EC:3.1.2.12	184.94543	276.2868	166.2458	104.87118	198.75557	130.83855	83.97861	185.62764	187.5153	85.30509	61.49281	189.91689	185.06921	87.46815	81.323265	0	89.46235	
EC:2.8.3.16	495.38727	181.42563	139.4171	255.20712	153.09904	189.69675	167.05391	410.23492	185.56934	210.26642	164.8723	160.18858	186.36961	140.42743	174.84708	0	163.41096	
EC:1.9.3.1	2720.2842	2736.579	4500.1	3334.0295	1994.731	4271.0654	3559.2415	2495.4468	1479.465	1790.7987	1502.0986	3419.7732	1443.5923	1623.6248	1876.5175	0	2611.496	
EC:2.8.3.17	0	0	0	0	0	0.905645	0	0	0	0	0	0	0	0	0	0	0	
EC:2.8.3.15	0	0.771825	0	0	0	0	0	0	0.645915	0	0	0	0	0	0	0	0	
EC:2.8.3.12	528.1488	39.285484	70.753365	46.268593	67.73646	44.097767	47.087902	299.3216	69.35123	110.92583	65.18508	56.01715	54.27038	112.434654	72.72839	0	41.450493	
EC:2.8.3.13	0	0	0	0	0	0.522078	0	0	0	0	0	0	0	0	0	0	0.927005	
EC:3.4.22.49	0	0.912157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.8.3.1	9.43606	14.348948	2.18619	17.163431	0	16.064476	3.7915232	5.95451	13.307516	12.71909	16.5826	3.323807	14.380105	0	4.07928	0	5.167287	
EC:2.8.3.8	0	0	0	0.648474	0	1.91751	0.643594	0	0.934275	2.39637	2.25548	0	0	4.10632	0	0	0.647787	
EC:2.8.3.18	31.784004	58.211052	53.171906	49.8623	42.74563	39.755684	34.135906	32.6758	42.956882	50.32153	95.31106	41.3123	82.352295	79.57392	32.72897	0	33.62453	
EC:2.8.3.5	206.23994	234.70178	301.2509	526.1106	256.15692	357.1342	751.66675	243.00658	153.09853	246.6561	198.54117	424.6995	214.55826	189.80212	237.98987	0	663.7467	
EC:2.8.3.6	27.969458	37.731712	11.046619	51.52718	5.31502	58.511154	32.574722	16.166698	20.73586	15.32573	8.19082	18.632801	50.24967	11.97707	30.66478	0	14.036627	
EC:2.8.3.19	0	4.484021	0	16.119232	0	13.11091	0	0	0	0	0	0	8.840061	7.04917	0	0	9.073343	
EC:2.8.3.-	0	6.069966	0	15.241799	0.446261	5.18449	2.059736	0.775702	2.9163861	0	3.563	0	5.5187697	1.11892	1.04445	0	0	
EC:1.8.4.14	0	0	0	1.23678	0	0.870129	0	0	0	0	0	0	0	0	0	0	0	
EC:1.8.4.12	561.3267	456.69272	450.3194	272.16055	423.59747	348.1771	314.53748	464.03412	389.45148	468.40717	287.05432	353.37225	476.11496	403.972	380.75668	0	376.00662	
EC:3.4.22.68	0	0	0	1.29835	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:1.8.4.11	497.0039	402.6574	530.3325	415.45346	376.0611	498.7906	355.4368	414.7473	460.92032	437.4477	231.56831	359.96005	383.6789	344.789	308.63092	0	492.87683	
EC:3.6.1.41	109.066284	92.21695	54.985405	72.224724	57.07553	80.914055	66.549835	119.20271	65.962326	60.347126	80.966354	56.462685	92.959	43.6377	89.922356	0	64.53845	
EC:3.6.1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58904	
EC:3.4.22.70	10.1475	27.423931	11.311232	33.837914	9.50892	19.5053	6.58034	9.19832	19.038963	10.99232	15.353701	9.19238	17.496918	8.54445	11.3158	0	7.721519	
EC:1.3.1.98	68.196045	102.35351	85.75091	120.00326	90.82702	127.51137	99.87752	86.16836	94.0799	73.2671	74.20322	72.337425	114.91983	66.95254	92.413704	0	75.85867	
EC:3.6.1.55	132.55305	198.85426	81.88861	190.5187	77.31238	237.42377	83.169395	122.70028	87.34765	99.21023	86.05808	62.465885	219.75429	197.21677	111.11353	0	118.58055	
EC:3.6.1.57	0	0	2.3919802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:1.13.12.-	12.674669	29.884682	16.206438	11.489467	13.87129	12.391911	12.419963	10.08947	12.24322	46.95508	25.31371	14.751861	24.311249	24.812489	29.97277	0	12.752806	
EC:3.6.1.52	0	0	0	0	0	2.25992	0	0	0	0	0	0	0	0	0	0	0	
EC:1.3.1.91	0	0	0	2.04823	0	2.7477698	0	0	0	0	0	0	0	0	0	0	0	
EC:3.6.1.54	103.95148	100.71065	44.41841	79.19139	49.071304	78.64208	73.19467	102.9732	88.22118	80.82416	63.905834	46.7676	98.32087	67.54395	69.69071	0	68.74334	
EC:1.3.1.93	0	0	0	3.62637	0	1.61174	0	0	0	0	0	0	0	2.13611	0	0	3.232707	
EC:1.13.12.4	0	0	0	0.944627	0	0	0	1.03427	0	0	0	1.2792	0	0	0	0	0	
EC:1.13.12.3	56.987186	32.5283	42.085648	20.406181	52.538322	38.806503	41.946922	64.99242	31.70161	38.97618	57.49585	43.55803	25.7703	49.57499	40.908558	0	42.2505	
EC:2.4.1.14	0	4.15512	0	2.18123	0	0	0.58123	0.910757	3.0799608	0	0	0	0	0	0	0	0	
EC:3.2.1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384045	
EC:2.4.1.15	18.782282	46.475132	47.70112	88.97951	36.064728	81.98529	99.25495	13.905266	64.57815	22.954155	30.16762	48.520893	48.8523	25.051668	43.28645	0	42.852295	
EC:2.4.1.12	46.13297	62.64311	33.30068	59.913918	22.322746	49.84347	28.331139	43.100586	37.903137	62.143364	47.831116	31.361118	66.75134	24.636742	39.41193	0	31.247877	
EC:3.2.1.80	0	3.745149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640075	
EC:2.4.1.13	0.901317	0	0	0	0	0	0.897949	0	22.995487	0	0	0	0	7.04917	1.70207	0	0	
EC:2.4.1.18	583.51294	579.28564	229.94429	221.46062	143.80179	674.8915	182.98912	623.1108	497.60068	350.27582	234.43011	162.50984	305.93036	305.0941	335.4719	0	202.90265	
EC:3.2.1.86	4.081946	8.795275	6.0780344	30.568884	6.019871	39.13442	10.716075	1.258937	13.248586	11.64522	4.95781	4.31631	6.528696	0	2.30373	0	5.5077558	
EC:2.4.1.19	0	0	1.76261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.2.1.84	0	4.27387	0	3.5799599	0	13.267361	0	0	0	0	0	0	0	2.8108702	0	0	10.040342	
EC:2.4.1.16	0	0	0	0.685529	0	0	0	0	0	0	0	0	1.17166	0	0	0	0	
EC:3.2.1.85	0	0	0	0	0	0	0	0	0	0	0	1.41626	0	0	0	0	0	
EC:1.4.9.1	57.27671	37.339924	40.96823	24.862425	20.099136	34.90438	26.88778	66.42573	29.996672	34.76299	70.658676	26.05371	46.564495	24.55511	34.139534	0	16.06035	
EC:2.4.1.129	105.88651	207.45604	113.69682	96.7758	87.33194	111.601906	142.81229	82.346794	101.84809	88.87675	94.934814	107.579796	114.554436	121.51036	104.09738	0	180.67914	
EC:3.2.1.89	0	2.358268	0.989538	7.8487425	0.425601	9.547087	5.6188498	0	0.297736	0	5.50404	0	0	0	0	0	0	
EC:1.14.19.4	0	0	0	1.46899	0	0	0	0	0	0	0	0	0	0	0	0	1.0172	
EC:2.4.1.10	0	0	0	4.64402	0	0.842593	0	0	0	0	0	0	0	0	1.02124	0	0	
EC:2.4.1.11	0	3.033739	0	2.7722201	0.86319	0	1.02012	2.182249	1.0354	0	0	0.814836	1.14802	0	23.35897	0	0	
EC:1.14.19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750227	
EC:4.2.99.-	3.674006	4.2459893	13.843886	20.04929	3.062625	25.282959	10.578102	5.12076	4.223537	13.61462	7.783	11.71866	11.0835	2.13611	5.43564	0	7.8970914	
EC:2.4.1.25	295.45764	156.44676	75.8386	129.60742	78.61214	87.14493	45.745964	295.52893	176.81387	145.78584	150.58507	43.7622	83.17668	158.41078	195.32515	0	54.195187	
EC:3.2.1.93	0	0	1.81947	3.7811198	1.2096	1.6748829	0.485299	0	1.785398	0	0	1.39142	3.704462	0	0	0	0.76809	
EC:3.2.1.91	0.711039	0	2.062407	0.607431	0	0	2.14225	0	0	0	1.95117	2.21848	0	3.32508	2.60128	0	2.677647	
EC:3.4.11.-	18.709402	17.899662	43.103428	84.978966	25.027122	81.469444	65.43379	21.927258	30.779974	19.20203	10.2096405	41.860767	3.898611	8.80406	30.622402	0	26.076748	
EC:3.4.11.4	2.41116	5.8224807	1.07436	6.8321114	2.89869	1.49921	2.080155	6.1719427	2.9654903	10.84046	1.38897	3.587209	0.553283	0	6.09274	0	0.802482	
EC:3.2.1.97	0	0	0	0	0	0	2.24295	0	0	12.4033	0	0	0	0	0	0	0	
EC:3.4.11.2	174.84416	171.61179	212.27629	195.91537	178.64597	220.4843	193.83386	250.69003	169.26839	162.47562	139.44243	178.70045	236.65057	165.66226	165.25941	0	170.5246	
EC:3.4.11.1	175.80307	260.09552	154.31236	203.41963	179.9461	222.70537	262.2134	260.12933	200.61067	178.25294	141.41348	157.65875	234.93748	160.18304	224.89122	0	183.35663	
EC:3.2.1.96	1.26407	1.25422	0	1.13177	1.17859	4.080789	1.04137	1.518762	1.545779	5.38492	4.49339	6.021637	0	0	12.366859	0	2.011665	
EC:1.20.9.1	0	0	0	0	0	1.20298	0	0	0	0	0	0	0	0	0	0	0	
EC:3.4.11.7	0	0.399069	0	2.4062371	0	10.174289	0	0	0	0	0	0	0	0	0	0	16.599207	
EC:3.4.11.5	88.00604	120.8878	121.473	90.7561	117.88102	109.11638	149.76291	91.5645	171.04674	120.71012	105.37104	118.97083	114.22322	107.54435	90.751045	0	136.92857	
EC:3.4.11.9	210.15312	333.21606	278.25577	283.30215	207.71681	301.79037	213.3504	244.36546	247.98235	169.90244	160.55324	213.39993	368.34866	251.99081	199.18074	0	211.38829	
EC:2.7.7.85	0	9.813046	0	126.33839	0	148.11455	0	0	0	0	0	0	8.096275	1.70545	0	0	7.818145	
EC:4.6.1.12	83.41975	105.45965	81.81054	73.25598	75.3289	78.49199	119.247284	77.75174	76.339584	102.82912	93.846405	79.90092	92.28785	108.97377	71.61891	0	124.15105	
EC:4.6.1.13	0	19.3327	0	9.53278	0	1.37958	0	0	0	0	0	1.06537	19.784	35.7905	0	0	31.59	
EC:2.7.7.82	0	0	0	9.436212	0	3.97145	0	0	0	0	0	0	0	0	0	0	0	
EC:2.7.7.87	155.39853	143.34993	151.42448	145.81046	139.4494	181.08252	152.09981	152.5159	123.50376	118.04217	154.4151	140.8392	138.57765	175.70805	98.38579	0	164.14125	
EC:2.4.1.117	0	0	0	0	0	2.72314	2.5966702	0	0.473671	0	0	0	0	0	0	0	0.943268	
EC:3.2.1.99	0	5.0949607	2.5407	34.383	2.705532	158.57732	1.19014	0	2.805831	0	1.60335	0	0	0	1.92373	0	1.15213	
EC:2.4.1.21	423.75894	235.71114	187.72786	113.34973	205.71954	118.82568	128.21124	438.47055	215.38	313.07626	280.84418	141.09384	193.71286	272.97034	350.17834	0	117.00663	
EC:2.4.1.20	0	11.77625	2.0195608	71.561455	1.31799	35.966423	6.1641197	2.83347	0	0	0	4.000504	1.35191	0	0	0	3.46454	
EC:1.7.1.13	176.89673	172.56192	171.3547	159.90141	140.11903	163.65384	227.7468	212.01697	141.71904	159.79994	148.60788	197.63602	208.86494	206.97655	233.09119	0	238.85362	
EC:2.4.1.34	0	0	0	2.5809212	0	2.3153	0	0	0	0	0	0	0	0	0	0	0	
EC:3.1.3.-	470.00302	592.6049	614.0484	332.90793	522.494	430.1697	356.04318	499.9103	452.214	698.92664	364.07565	512.9883	427.85385	413.89148	358.99283	0	491.41733	
EC:2.4.1.1	197.21895	557.21765	480.74686	399.3224	456.25034	247.98093	253.67786	165.6628	408.29193	121.151245	134.90207	342.9938	446.9217	123.35403	124.0513	0	270.32343	
EC:3.2.1.8	5.1502304	20.532808	10.869585	307.2866	13.195845	530.28937	93.818886	2.43315	7.051194	23.620552	3.08411	51.51069	5.219224	8.64197	7.188481	0	22.778568	
EC:2.4.1.4	0.679878	0	0.848175	1.20369	0	0.561729	0.537482	0	1.425224	0	0	3.30124	0	0	0	0	0	
EC:2.4.1.5	0	0	0	0	0	0	0.814986	0	0	0	0	0	0	0	0	0	0	
EC:3.2.1.3	0	0.936481	1.10595	1.12911	0	0.731482	0	0	0	0	1.46338	1.13301	6.67697	0	2.0732	0	0	
EC:1.14.99.33	0	0	3.3492	0	4.44255	0	2.85245	0	0.496227	0	0	0	0	0	30.018	0	0	
EC:2.5.1.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2953	0	0	
EC:2.4.1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75325	
EC:2.4.1.7	0	0	0.964165	0.705692	0	4.725374	0	0	0	0	0	0	0	0	0	0	0.597403	
EC:3.2.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11011	0	0	0	
EC:3.2.1.1	560.7644	216.36931	111.29901	120.27181	107.49457	126.843346	86.21297	564.1826	195.57153	324.65845	286.2192	85.81605	161.15788	272.24304	386.7934	0	83.001884	
EC:2.3.3.-	0	0	0.972477	1.47761	0	0	0	0	0	1.9105	0	1.25227	0	0	0	0	0	
EC:1.7.3.3	3.03657	1.43478	4.45633	8.288879	2.071807	6.230247	0.499858	1.00497	6.139382	0	0	3.13759	0	0	4.25518	0	1.96535	
EC:3.2.1.6	0	0	0	0.959741	0	0	0	0	0	0	0	0	0	0	0	0	2.561035	
EC:2.5.1.84	0	0	0	0	0	0	0	0	1.3278741	0	0	0	0	0	16.434551	0	0	
EC:3.2.1.4	23.9737	32.2924	28.108303	104.97165	28.264408	105.2258	50.16415	41.73439	30.156506	31.055544	17.10323	33.561287	24.997398	20.135979	36.98338	0	27.88645	
EC:3.4.22.16	0	0	0	0	0	0	0	0	0	0	0	0	1.72901	0	0	0	0	
EC:3.4.22.15	0	43.60573	0	385.7649	0	321.673	0	0	0	0	0	0	11.25292	59.21124	0	0	349.7807	
EC:2.4.99.16	2454.522	656.8379	215.64151	133.41571	331.68683	155.79199	97.44043	1126.0225	551.64557	654.7572	518.3302	130.32889	207.33653	551.4232	697.9202	0	165.50488	
EC:1.8.1.2	306.66278	534.05896	370.5851	780.1389	488.50525	739.6587	660.63153	204.67314	218.70006	252.6307	175.32443	447.99173	362.98764	261.7772	178.88063	0	564.4467	
EC:2.4.99.17	110.35725	80.28241	74.507744	122.02107	75.79095	98.52437	146.57184	105.98959	82.419975	110.71562	98.27584	71.94349	86.91872	156.57553	119.60741	0	153.99234	
EC:2.4.99.18	3.25863	1.035633	3.56741	1.16852	1.05666	4.10291	2.116959	1.01497	1.09692	0	0	4.03275	1.65985	1.32379	8.11877	0	10.269474	
EC:1.14.99.29	0	0	0	6.51925	0	9.27544	0	0	0.935196	0	0	0	0	0	0	0	4.8666253	
EC:1.8.1.7	301.38135	353.88287	283.62122	220.99324	213.06789	512.8689	303.42795	271.5422	343.66495	165.33316	108.97886	217.79848	291.9148	162.59525	117.13882	0	366.49918	
EC:1.8.1.4	761.3729	978.74255	809.01105	743.1105	674.3585	884.7073	647.901	850.6893	894.8082	1054.2716	576.7937	801.7033	1131.8657	757.19696	1003.41095	0	540.7876	
EC:1.8.1.9	411.53882	1340.3059	8280.974	1425.0823	2509.3083	883.1363	1149.9502	321.20953	470.802	872.1151	644.1111	3096.127	571.0535	593.25116	492.20895	0	2402.7515	
EC:1.7.1.15	31.688652	34.42325	27.210884	22.026203	27.260414	23.933218	19.332014	15.743334	18.109575	45.659023	45.591038	23.0213	35.38424	59.25777	41.908302	0	23.232702	
EC:2.4.1.142	0	0	0	0.841878	0	2.33561	0	0	0	0	0	0	0	0	0	0	1.43377	
EC:1.8.1.8	190.68155	222.80293	265.96478	208.30624	246.1377	282.22946	237.68752	208.95021	225.84515	300.9342	292.4196	251.1335	238.45041	248.12909	234.24677	0	254.74423	
EC:5.4.99.12	76.27837	70.89756	44.986725	104.59379	58.87172	163.11273	105.110146	66.32195	78.01177	75.13412	72.74519	69.2194	86.51198	85.4859	79.43407	0	95.715965	
EC:2.4.1.141	0	0	0	0	0	0	0	0	0.376654	0	0	0	0	0	0	0	0	
EC:2.5.1.90	296.5331	304.37393	191.21019	174.63727	168.73152	467.75256	493.40854	262.03214	228.88913	344.51456	302.73615	188.29672	278.0749	335.67514	332.54587	0	488.17722	
EC:5.4.99.15	382.35373	144.11615	62.346844	102.72618	57.776466	120.34361	41.51791	261.36246	114.72245	133.52536	224.54126	38.606514	102.4792	141.76436	288.7292	0	46.658764	
EC:1.14.19.-	33.31572	97.94476	58.553463	285.42206	50.2386	196.025	137.89143	44.67955	79.50093	44.874702	58.35078	90.18524	50.42773	54.103798	66.71621	0	91.00204	
EC:2.4.1.46	0	0	0	0	0	0	0	0.790735	2.315167	0	0	0	0	0	0	0	0	
EC:1.14.19.3	2.15233	7.364497	56.461594	31.896675	29.502039	12.121834	63.185646	1.67721	12.187407	3.78627	9.143311	72.21326	5.3685694	4.5338697	17.71128	0	18.678621	
EC:1.14.19.2	0	0	3.4995098	3.883189	3.55297	0	3.608273	2.26677	8.021484	0	0	4.20692	0	0	1.27655	0	2.72407	
EC:1.14.19.1	61.68532	176.42296	80.7137	322.76328	119.90921	235.24756	139.68774	52.814316	149.39967	139.81517	124.04833	124.71232	180.99034	114.20902	114.36054	0	112.352264	
EC:5.4.99.19	21.28741	39.1175	20.857195	47.670704	21.637016	39.778404	28.928452	26.233229	25.33405	17.129059	32.23502	16.03479	34.54424	25.83707	24.6944	0	21.53169	
EC:5.4.99.18	392.36197	348.40768	230.23608	311.4621	188.04398	652.19476	510.895	243.50424	436.2335	513.93176	336.16272	252.99718	577.6464	474.02133	437.0005	148849	515.70667	
EC:2.4.99.12	60.853725	77.35759	43.20842	76.38102	42.881653	76.4704	58.831936	46.26332	48.323765	48.483803	66.68584	35.85794	59.902584	54.76478	68.31202	0	57.419064	
EC:1.17.99.6	0	66.16603	0	98.80367	0	74.846954	0	0	0	0	0	0	108.03784	64.286644	0	0	69.71921	
EC:1.14.99.40	13.43659	0	13.65288	0	5.22489	0	13.368359	15.27829	17.860909	16.16577	13.99626	13.37657	0	0	11.6478	0	0	
EC:1.17.99.1	5.308599	5.882906	1.00721	7.029275	0	4.937879	0	11.3147	4.114107	0	0	1.14943	3.3665	3.6962	0	0	2.494493	
EC:3.4.22.34	0	0.807311	0	1.9460671	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.3.3.1	763.1677	1727.5144	2681.593	1205.0208	1512.9341	2013.7601	1876.4509	721.4927	1173.616	846.9103	494.98514	1601.2488	1235.637	677.57947	912.33777	0	1497.9459	
EC:2.3.3.5	84.4627	153.9854	226.48933	147.77809	174.36467	280.4089	191.66101	105.01079	123.33502	57.88814	76.042175	186.24693	83.73657	95.49296	83.63521	0	97.90437	
EC:3.1.3.8	0	0	0	0	0	0	1.53465	0.971475	1.865962	2.87565	8.92724	0	0	0	1.53186	0	1.99134	
EC:3.1.3.7	142.25632	109.12835	66.39443	45.74214	87.574005	75.08995	80.09062	132.77205	128.20036	70.65109	56.96323	48.8065	93.02688	58.278603	65.72464	0	109.91818	
EC:3.2.1.-	1174.2902	329.3633	733.9511	281.14978	702.3419	309.21814	1217.1124	1164.8514	1146.1283	1054.2644	874.11383	759.15906	290.2149	269.52655	1007.2585	0	198.87473	
EC:3.1.3.9	0	0	0	0.952124	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.3.3.9	538.7788	967.70703	1110.6445	1398.5376	625.846	1690.5911	1098.062	551.7017	394.08203	275.18387	232.4216	724.0648	791.89667	261.2616	433.0322	0	642.1644	
EC:1.6.5.9	0	1.8181059	0	2.16608	0	3.7680879	0	0	0	0	0	0	0	0	0	0	3.173512	
EC:3.1.3.4	0	0	0	3.74331	0	3.346877	0	0	0	0	0	0	0	0	0	0	2.007536	
EC:3.1.3.3	144.54306	152.45274	118.814186	104.37032	88.68933	332.7891	147.36957	119.25494	128.25534	140.04826	103.751595	100.3418	130.4925	97.068405	93.06172	0	145.39511	
EC:2.3.3.8	7.90828	12.069828	12.695654	17.482937	19.370218	10.32898	26.594494	10.81876	22.61217	1.41808	0	14.272579	1.19989	8.23555	12.35913	0	23.621681	
EC:3.1.3.6	0	21.692034	0	16.909462	0	26.182295	0	0	0	0	0	0	10.71049	4.02546	0	0	1.612087	
EC:3.1.3.5	254.45792	513.454	281.49115	235.76451	212.90575	448.0249	289.11444	248.02066	367.93198	279.0521	231.8631	222.50377	457.44055	237.46536	284.93317	0	251.98923	
EC:1.6.5.5	404.6527	413.13464	471.60007	375.45792	384.24142	811.0076	499.90494	298.46436	496.01556	466.80093	375.61478	456.25723	463.012	410.10507	603.41766	0	337.20035	
EC:5.4.99.20	63.86366	39.398483	43.26526	43.36021	32.966946	50.245014	63.27764	66.686775	43.567406	51.1979	44.86078	35.003273	50.924458	45.45961	55.984917	0	67.49497	
EC:2.4.1.133	0	0	0	0	0	0	0	0.839546	0	0	0	0	0	0	0	0	0	
EC:2.4.1.44	12.1111	0	12.762001	0	5.05794	0	23.032558	8.90517	9.707939	16.357191	7.35878	5.04704	0	0	6.58558	0	0	
EC:1.6.5.3	3922.917	4648.0986	8989.348	6883.129	4668.805	7360.4077	8182.5044	3743.9033	3297.7014	4144.814	3375.0134	6519.6387	4739.274	4328.5435	4782.9277	0	5621.5522	
EC:5.4.99.22	115.9758	155.97618	118.919075	220.4485	94.37863	208.69	204.96387	104.42978	114.348434	158.20932	132.76436	126.396126	128.02333	145.87277	157.46729	0	151.35605	
EC:3.1.3.2	4.13695	5.833589	0	15.686199	2.212827	13.1110735	5.095681	15.257844	14.22668	1.360001	5.23068	5.47615	0	5.1933002	6.7259	0	14.402451	
EC:2.4.1.131	0	0	0	0	0	1.03201	0	0	0	0	0	0	0	0	0	0	0	
EC:2.4.1.-	1474.2385	1106.2019	1059.3602	1367.2438	1029.7592	871.56464	994.67786	1674.323	1061.7988	1148.3528	1112.2007	843.2542	1351.7186	1290.4067	1264.341	0	998.497	
EC:3.1.3.1	73.37273	76.96309	60.95864	52.8502	43.529995	60.466187	55.10254	76.791245	49.23263	111.51419	81.42734	45.220993	84.05831	86.0238	54.451576	0	45.33075	
EC:1.6.5.2	35.867004	109.61336	25.21707	102.623405	24.083433	105.24932	28.248669	44.43587	43.78241	38.15692	39.733	24.59241	106.13092	99.407486	36.168232	0	107.877235	
EC:5.4.99.21	129.06668	63.32326	68.857155	120.13711	67.7264	122.11885	139.46129	134.31776	98.83589	109.19899	101.88358	73.22698	98.09271	84.622375	86.73317	0	143.7253	
EC:2.4.1.132	0	0	0	1.22694	0	1.834434	0	0	1.4725	0	0	0	0	0	5.1062098	0	1.71595	
EC:2.4.1.173	0	0	0	3.6949801	0	1.90185	0	1.08208	3.535952	0	0	1.65231	0	0	0	0	0.610981	
