EC	0_1	24_2	144_1	144_2	144_4	240_1	240_5	0_3	24_5	36_1	36_5	144_5	24_1	36_3	36_4	240_3	240_4
EC:2.7.8.13	327.64093	309.44928	301.20566	227.5384	305.62933	165.76408	122.4483	327.17572	285.16043	348.7096	233.87753	213.73692	303.48495	370.2641	372.318	0	154.53949	
EC:4.99.1.5	0	1.68759	2.73873	2.0117989	2.11936	2.28409	1.66005	1.67909	0.884781	2.86074	3.2968	4.10991	0	1.90518	0	0	2.920089	
EC:1.13.11.27	459.49188	326.1363	271.44745	182.75479	261.735	191.78082	308.05573	494.29312	292.7667	387.36942	240.6293	235.18266	274.88556	300.80804	217.86913	0	274.18518	
EC:2.7.8.14	0	0	0	0	0	1.56623	0	0	0	0	0	0	0	0	0	0	0	
EC:2.7.8.15	0	0	0	0	0	0	1.43271	0	1.9348719	0	0	1.11705	0	0	0	0	1.57295	
EC:2.7.8.17	0	0	0	1.636697	0	2.582392	0	0	0	0	0	0	0	0	0	0	4.650161	
EC:3.4.21.92	1078.2905	1319.247	1065.3878	1127.8809	1004.57117	1866.337	1183.432	1090.2727	925.3131	924.9368	695.3477	849.9786	1062.1119	829.5484	796.1997	0	1147.2639	
EC:4.99.1.3	5.72683	16.89336	7.3981595	40.97191	4.372581	21.056313	12.090766	7.65173	9.697796	2.19739	0	5.81772	14.41769	0	11.7654705	0	7.016148	
EC:3.4.21.96	1.49692	3.207855	9.83109	8.945609	2.430262	10.52499	4.76763	1.11939	5.422572	11.43939	3.042563	9.659913	10.85355	2.02854	1.74516	0	0	
EC:4.99.1.4	0	0	1.02088	0.413681	0	4.09013	0.707346	0	0	0	0	0	0.885252	0	0	0	0	
EC:4.99.1.1	178.38272	132.4606	115.015564	121.86582	120.72701	300.43167	126.40233	177.64723	106.1193	89.316	52.390633	108.86742	129.13579	76.42254	73.90183	0	111.3226	
EC:1.14.11.47	0	112.148094	0	60.884983	0	77.143105	0	0	0	0	0	0	150.48544	37.12645	0	0	60.941757	
EC:1.13.11.53	86.45084	89.10026	92.85681	197.83525	84.85688	138.01904	106.82409	75.91783	94.49132	92.814064	71.38527	89.37438	85.55233	69.1136	72.3107	0	77.93126	
EC:1.14.11.27	0	0	0	1.28997	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:1.1.99.39	0	0.940662	0	0	0	1.53907	0	0	0	0	0	0	0	0	0	0	2.226314	
EC:1.13.11.57	0	0	0	0	0	0	0	0	0	0	0	0	1.63936	0	0	0	0	
EC:1.1.99.31	0	5.301133	0	6.5745893	1.31957	4.198844	0	3.52276	1.436308	0	3.6772	0.922217	5.3312597	2.81967	7.83379	0	3.233303	
EC:2.7.8.33	20.852842	26.716988	28.932901	158.48862	18.933237	117.77351	46.49021	18.500198	33.683372	25.036959	19.818829	49.180664	23.068508	8.84398	30.75254	0	23.449844	
EC:6.2.1.9	8.131041	24.721806	7.33405	11.14466	4.2936068	8.636803	1.861106	6.896227	28.755753	2.75629	0	3.7097101	40.3637	0	0	0	0	
EC:2.10.1.1	139.03929	588.95123	1417.2063	193.0594	508.71262	168.11742	562.0899	132.0614	373.31372	127.772	147.12733	565.6103	277.45053	131.9002	207.5694	0	198.8882	
EC:6.2.1.5	2521.573	4161.8696	2583.159	2169.4897	1672.4014	5424.6606	1952.5223	2886.4475	2386.572	1220.1816	981.231	1208.4951	3049.9214	1116.1445	1469.4908	0	1651.9885	
EC:6.2.1.3	565.5563	549.382	649.4306	924.1917	561.6894	1227.6461	1311.2194	534.5329	642.6944	599.4913	518.16815	472.57626	548.06036	532.096	739.7697	0	697.74316	
EC:1.13.11.49	1.58596	8.528986	8.136072	96.56902	13.318346	76.95947	26.66728	12.489409	8.55251	11.50918	17.53518	23.255917	8.540279	7.76711	13.732321	0	13.911001	
EC:6.2.1.4	0	6.280374	0	13.584025	0	16.452423	1.53018	0	0	0	0	0	0	1.74054	0	0	22.95041	
EC:6.2.1.1	1010.48413	4820.74	5180.5527	5472.515	4314.2085	1528.936	1063.5518	720.8523	2870.9863	684.9193	518.9552	4171.71	2766.4282	763.9491	483.4737	0	1020.7548	
EC:1.14.11.33	63.725197	73.49111	60.472904	64.18147	64.134056	54.29176	56.076473	61.623817	69.5205	60.741688	45.1459	53.811493	81.356186	69.586044	66.75147	0	55.501938	
EC:2.7.8.37	2.84416	11.88851	0.835609	9.008029	0.888211	0	3.6437888	6.85159	3.155893	0	11.5693	0	3.83515	0	1.8886	0	0.987544	
EC:6.2.1.-	706.2159	676.5377	503.5136	709.5146	443.2135	915.5061	445.44922	741.5981	435.29575	408.89426	406.71732	410.11703	646.4108	417.12744	417.09842	0	471.09775	
EC:2.7.8.39	0	1.493526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.79	824.4062	455.67258	935.02844	322.95822	547.6048	412.87567	249.08676	922.69977	380.48096	547.3542	508.25427	492.46063	291.80234	502.04437	460.02148	0	275.1093	
EC:2.4.1.250	0	0.84963	0.95196	6.9216576	4.1311436	2.4353	0.749787	0	1.027951	2.95802	0	4.41122	0	0	0	0	0.779222	
EC:2.4.1.251	0	0	0	0	0	1.28628	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.77	155.59259	341.60455	175.5413	212.67892	150.93243	220.25458	168.09384	124.49909	249.93774	161.94656	147.54283	141.24078	359.10773	130.40366	154.09367	0	152.99466	
EC:3.5.1.23	2.23698	1.7559	7.49987	6.2184877	3.48342	5.7405205	7.68288	0	0.924422	0	0	7.33475	0	0	0	0	5.006704	
EC:3.5.1.24	1.05774	6.609409	0	8.3249	0.817154	4.285512	0.684737	0	2.137496	0	0	0	6.29882	0	2.7166	0	0.331891	
EC:3.4.21.26	6.5026603	17.159397	19.614752	34.713478	11.670305	40.390274	14.774107	13.439405	19.728142	14.958728	9.479239	10.714177	13.916111	15.879187	13.02131	0	10.65464	
EC:3.6.3.44	6.3535895	10.985154	0	3.601581	4.701062	3.2440162	1.939249	11.71856	5.5760713	18.19812	0	1.995944	4.26123	2.13611	9.758881	0	1.545753	
EC:3.5.1.25	9.766439	9.038346	21.712097	29.9162	17.507809	45.893497	17.891909	9.728808	19.558167	25.728252	33.48967	18.606857	10.772351	16.65774	23.571308	0	13.110546	
EC:3.6.3.40	0	1.304021	0	8.154812	0.789097	8.36537	0.576759	2.248214	2.807682	1.77987	0	2.36748	1.58081	0	15.93051	0	0.578132	
EC:1.10.3.11	0	0	4.06351	0	1.44204	1.85935	2.4555988	0	6.9852247	0.704422	0	0	0	0	2.41873	0	0	
EC:2.1.1.72	166.1832	103.30984	136.19722	186.50888	130.4812	165.31949	202.74553	159.41643	180.2783	160.4338	156.6097	120.76364	126.33884	87.88812	174.92128	0	51.19325	
EC:3.6.3.41	126.958015	94.795235	65.87295	63.82347	64.248924	79.65986	96.03735	125.93616	95.60647	84.477875	90.20667	66.75901	79.968285	112.22011	85.897705	0	129.93338	
EC:3.5.1.26	0	0.75253	0	0.590005	0	1.00856	2.48892	0	1.17259	0	0	0	0	2.07329	0	0	2.360775	
EC:2.4.1.245	0	0	0	0.685529	0	0	0	0	0	1.94168	0	1.37268	0	0	0	0	0	
EC:3.5.1.28	376.91162	473.5455	375.62512	1204.0488	472.5565	577.4563	453.99838	367.7665	444.39996	395.63736	336.11288	381.10968	373.5188	371.1558	394.19116	0	417.31284	
EC:2.1.1.74	8.0170355	18.684267	10.192226	52.86032	6.5077643	62.28041	14.840269	3.084224	10.002914	0.764903	19.997663	9.1917305	11.766093	8.95701	8.70294	0	4.64113	
EC:1.10.3.12	2.8511581	8.578561	6.540636	44.312366	3.9363801	54.7487	16.405205	12.192997	11.3284	23.2569	7.14953	12.798493	9.97836	0	4.20575	0	5.255454	
EC:2.4.1.241	0	0	0	0	0	0	0	0	3.061511	0	0	0	0	0	0	0	0	
EC:2.4.1.242	0	0	0	0	0	0	0	0	3.914668	0	0	0	0	0	0	0	0	
EC:2.7.10.1	7.2684	8.86119	2.45767	13.378964	0.910196	11.562543	2.33267	2.83347	3.88224	5.48846	15.17826	1.45524	5.53283	8.84217	8.50285	0	7.7635107	
EC:2.7.10.2	0	0	0	0.585208	0	3.55938	0	1.13813	0	0	0	0	0	0	0	0	0.672079	
EC:3.5.1.10	145.78683	180.37881	141.23529	246.83917	127.22527	251.55605	186.92688	137.77934	139.22224	149.5822	137.89249	146.83342	149.81421	146.00635	127.080505	0	191.28062	
EC:3.5.1.11	37.864662	67.95759	45.168037	63.10517	37.408173	63.15909	49.672855	31.573011	48.133682	69.86522	94.26292	36.98657	55.736156	81.14032	52.99636	0	40.523994	
EC:2.1.1.309	0	0	0	5.02382	0	7.3312197	0	0	0	0	0	0	0	0	0	0	0.867198	
EC:3.5.1.12	0	0	0	0	0	1.04416	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.67	72.68287	70.223495	66.61148	48.215576	72.29501	45.407455	62.1404	107.37588	55.473583	160.06169	66.56742	76.77721	72.64398	88.76858	86.37038	0	79.78952	
EC:3.4.21.41	0	1.24434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.6.3.55	6.58095	10.599521	7.7274704	37.71693	5.33188	23.46692	13.27363	5.60702	9.768351	7.89934	9.13653	9.25754	9.55242	2.18579	9.60425	0	3.0029	
EC:3.6.3.54	482.76584	4674.6133	1060.2554	1562.9401	1465.6256	1926.9047	350.963	671.5799	2040.4333	385.42535	280.14655	718.62177	2857.6704	375.7455	325.89328	0	873.5657	
EC:3.5.1.14	0	0	0	0	0	2.6812778	0	0	0	0	0	0	0	1.9581	0	0	2.8010101	
EC:3.5.1.16	252.99338	211.72296	224.51459	113.57037	286.27676	120.840576	171.08066	235.16153	250.39764	267.97424	172.62988	197.92528	227.67589	295.16043	216.02386	0	209.73506	
EC:2.1.1.62	0	0	0	0.905416	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.63	161.00818	185.73576	171.87672	233.66756	177.57045	175.51228	151.89558	143.19595	187.7714	186.87926	165.30055	184.66553	177.89674	179.61183	182.91751	0	151.49782	
EC:3.5.1.18	124.68726	146.8013	86.19681	87.41523	64.9676	137.92406	123.778755	112.22198	107.1809	103.40141	77.45028	73.559875	111.28368	95.33409	108.83148	0	125.509026	
EC:2.7.10.-	25.363049	34.202747	35.920216	85.85996	25.668764	88.80492	53.527767	28.607948	26.6698	62.29903	44.573547	35.297325	44.58854	51.96729	65.97125	0	29.473104	
EC:2.4.1.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16883	
EC:2.4.1.230	0.836516	0.913475	11.72308	0	5.8532276	1.00856	26.850496	0.747288	1.644222	0	0	5.225264	0	0	0	0	0	
EC:2.1.1.57	0	1.46325	0	0	0	0	0	0	0	0	0	0	0	1.38219	0	0	0	
EC:3.4.23.1	0	0	11.08645	0	14.109519	1.86456	34.3102	0.925214	15.137997	4.10179	0	13.15	0	0	15.0107	0	0	
EC:3.5.1.41	0	1.24238	0	0	0	0.616342	0	0	0	0	0	0	0	0	0	0	0	
EC:3.5.1.42	0	118.7692	0	121.00496	0	134.92665	0	0	0	0	0	0	116.96185	116.2854	0	0	105.28695	
EC:3.5.1.44	4.0840197	10.237897	10.689071	71.99372	3.5489202	38.89962	16.314156	11.574393	13.526847	0	17.9015	10.49352	18.85741	8.14481	11.07609	0	6.8981752	
EC:3.4.23.-	1.42208	2.871652	0	5.494433	1.9283409	1.639764	6.21423	1.708524	6.8489547	0	0	2.18286	3.8669	2.24675	9.096744	0	2.108108	
EC:3.4.23.5	0	3.117697	0	26.532387	0	31.64028	0	0	0	0	0	0	0	3.14461	0	0	33.06812	
EC:3.4.21.53	894.3087	740.4845	1011.86096	814.02594	1321.2247	1346.144	553.5673	849.8068	850.45416	970.8205	723.077	724.73914	893.805	727.49255	888.80536	0	781.0333	
EC:3.6.3.28	72.3192	48.400715	17.96588	33.894672	13.033596	63.472843	28.757277	62.918392	40.491486	19.82062	11.50671	19.372557	46.002213	23.22781	16.66082	0	23.43078	
EC:2.1.1.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53618	
EC:3.6.3.29	27.14622	24.0499	21.005943	37.74839	10.691091	31.236422	19.547974	21.16153	23.252926	26.363049	21.278662	19.07868	49.12651	21.97672	9.19118	0	16.396975	
EC:2.1.1.313	0	0.924159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.4.21.48	0	0	0	1.696388	0	0.978895	0	0	0	0	0	0	0	0	0	0	0	
EC:2.7.1.184	0	0	0	2.386935	0	0.853396	0	0	0	0	0	0	0	0	0	0	0	
EC:3.6.3.27	37.706352	74.047516	351.978	107.54064	226.53624	40.69509	140.31691	35.525196	43.920372	104.1037	85.19651	256.82114	75.727745	143.15997	171.07568	0	85.71273	
EC:3.6.3.24	0	0	0	0	0	2.00195	0	0	1.12093	0	0	0	2.93904	0	0	0	0	
EC:3.6.3.25	108.39592	123.956566	359.826	280.65714	211.75607	157.1446	343.56998	111.8935	95.66229	95.97482	96.85447	319.9179	120.04844	94.51163	50.40938	0	369.33936	
EC:3.6.3.20	21.230347	22.954151	4.887699	80.20398	1.707674	36.793694	25.73833	20.843037	16.59249	1.48481	22.87733	6.761036	18.563473	10.729151	10.22147	0	4.9967422	
EC:3.6.3.21	334.7808	245.39854	328.9705	240.08006	223.60915	208.18317	319.8132	394.1386	207.49518	327.61755	295.2841	226.77374	357.53247	449.06924	382.693	0	234.03325	
EC:3.5.1.47	0	0	0	0	0	0	0	1.00005	0.852152	0	0	0	0	0	0	0	0	
EC:3.5.1.49	3.35997	0	0	0	0.729601	1.12346	0.612071	2.9485402	5.1544795	0	0	0	2.225429	0	6.33045	0	1.15626	
EC:2.4.1.267	0	0	0	0.899757	0	0	0	0	0	0	0	0	0	1.58408	0	0	0	
EC:5.3.1.4	0	3.519168	0	15.679289	1.29024	11.17721	7.8816576	2.76477	0	0	0	0	4.528345	6.6432	2.0889	0	0.757272	
EC:5.3.1.1	832.2608	866.4062	391.61008	719.49536	394.08908	1114.3447	1044.3593	737.941	540.3684	1242.2933	841.8385	417.0636	503.36255	790.8444	955.4745	0	1320.167	
EC:2.4.1.260	0	0	0	0	0	1.56993	0	0	0	0	0	0	0	0	0	0	0	
EC:3.5.1.32	52.300095	103.36066	73.667076	140.29698	55.87307	131.46375	76.86502	59.267612	68.436264	70.65296	102.252045	72.15031	115.768234	65.05734	75.62771	0	53.206882	
EC:2.1.1.43	0	0.526771	0	4.315736	0	13.507535	0	0	0	0	0	0	10.8398	0	0	0	10.129339	
EC:5.3.1.-	0	1.28481	0	1.009117	0	0.811767	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.45	139.67723	155.32812	116.60212	149.2276	110.15137	165.51378	129.56586	94.273926	141.16339	104.92502	56.22117	102.467186	146.175	84.96174	121.93036	0	99.293884	
EC:3.4.21.62	6.4508295	2.41683	1.69817	6.5749273	5.6666384	6.12395	1.3543	7.14497	4.9196215	8.734631	2.37917	3.06601	7.0040503	0	0	0	1.870811	
EC:2.8.1.12	127.637665	208.44899	239.35065	97.39354	178.84984	102.170815	251.05669	104.05098	174.76244	89.568474	70.0857	205.35684	151.53047	110.762375	106.217636	0	114.38805	
EC:5.3.1.9	170.3411	362.5878	198.23293	210.18472	221.56052	530.9761	268.53152	208.99855	210.01038	223.5131	146.28676	224.08351	223.09618	183.92462	208.23988	0	240.09131	
EC:3.4.21.61	0	0	0	0	0	0	0	0	0.656426	0	0	0	0	0	0	0	1.74566	
EC:3.4.21.66	0	2.38361	0	3.2561002	0	3.2618659	0	0	0.733856	0	0	0	0	0	0	0	0	
EC:5.3.1.8	53.225853	76.65854	52.032566	67.02382	49.846153	76.74466	69.75834	56.454967	48.99389	49.84425	73.44008	53.918594	54.297897	61.567406	60.44332	0	75.403114	
EC:5.3.1.5	45.077236	46.37167	49.304142	47.86941	35.825336	39.68912	40.32028	45.917934	42.84365	42.12098	35.84545	45.42798	48.75799	48.42929	42.75512	0	30.658485	
EC:2.8.1.10	121.89843	190.6153	114.97144	95.75008	96.92556	147.03624	219.39308	121.02051	168.53336	148.23323	138.46701	109.158356	203.92361	92.53931	120.93331	0	299.86505	
EC:5.3.1.6	200.95502	227.92513	157.72716	240.01909	165.19466	279.5899	247.61534	196.67506	193.05164	220.03429	164.58383	166.89566	224.50398	157.66258	190.91275	0	279.67703	
EC:2.7.1.175	0	0	1.81217	0	0.86319	0	0	0	0.455276	0	0	0	0	0	0	0	0	
EC:3.6.3.36	35.52513	243.2468	584.5451	491.2994	265.2464	254.54607	606.4402	37.706802	90.614555	20.56407	24.61577	305.9037	230.95389	28.129301	16.90924	0	288.83276	
EC:3.6.3.34	55.617104	68.61629	63.361916	132.6449	50.041744	109.63676	59.705925	43.018692	61.992645	124.81706	65.77089	63.217434	95.10102	71.178925	99.014694	0	48.680843	
EC:2.7.1.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.6.3.31	45.13057	70.287796	34.479538	55.897877	38.72296	74.28497	46.277557	75.69958	40.594887	46.13925	79.72261	36.672848	40.49875	67.899994	32.85659	0	32.850246	
EC:3.6.3.32	195.31685	132.24841	132.29823	115.45964	138.3342	112.92001	112.338684	131.95525	125.76038	139.46928	150.02731	116.09661	167.44548	137.26566	107.85818	0	88.85266	
EC:3.6.3.30	166.19487	214.32379	142.95168	214.51718	142.0601	250.6062	195.28477	166.86812	197.75249	138.77502	131.89201	138.58957	222.20744	161.47124	175.01251	0	143.84477	
EC:2.4.1.259	0	0	0	2.2944841	0	6.08542	0	0	0	0	0	0	0	0	0	0	0.974027	
EC:3.5.1.38	154.19167	454.90015	172.19075	87.13953	296.7664	144.96439	120.24368	104.649864	345.58182	81.58094	56.80934	246.1386	447.09918	65.58207	52.05887	0	63.431362	
EC:2.4.1.256	0	0	0	1.09061	0	1.26549	0	0	0	0	0	0	0	0	0	0	0.779222	
EC:2.1.1.41	0	7.1913915	0	24.117428	0	21.17353	0	2.29547	0	0	0	0	0	0	0	0	29.80138	
EC:2.4.1.255	0	0.99017	0	0.669587	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.4.1.252	0	1.1739321	0	0	0.806402	2.0087519	0.640844	0	1.536059	0	0	0	4.77289	0	0	0	0	
EC:4.2.1.40	33.55244	31.214357	32.34645	32.90284	16.77697	8.646168	25.952385	32.37732	20.61319	49.92156	61.102467	28.26623	36.20679	66.97025	34.375507	0	18.789898	
EC:2.1.1.35	52.5379	98.898	42.9502	37.433502	40.682182	38.092743	73.7678	63.673748	72.019905	43.4885	58.553722	41.08318	61.641403	53.47756	43.24955	0	54.713203	
EC:3.2.2.9	13.535059	15.037252	11.889728	40.765648	7.8319173	27.851173	17.370485	11.251591	20.409576	16.20911	4.20252	11.961511	10.151522	8.7188	17.4003	0	7.3652267	
EC:2.1.1.37	305.9386	227.04161	198.09435	184.26053	134.3076	95.27031	207.74832	253.33374	318.10754	444.67514	177.49373	165.38054	181.84393	153.42738	166.05965	0	177.94179	
EC:3.2.2.8	0.948052	0	0	3.698967	0	3.01882	5.712041	0	0	0	0	0	0	0	0	0	0	
EC:3.1.4.-	0	0	0	5.06576	0	5.146912	0	0	0	0	0	0	0	0	0	0	0.331891	
EC:4.2.1.44	0	0	2.6478548	14.003455	0.795929	15.236497	0.367543	0	1.0367241	0	0	3.1939402	0	0	4.53885	0	0	
EC:4.2.1.43	0	0.900463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.33	131.96509	234.01132	114.11585	125.09965	97.71192	177.46892	151.00972	113.19751	200.09435	70.78236	68.77801	101.98876	269.7295	73.246124	144.04774	0	141.50374	
EC:4.2.1.42	31.145512	33.950336	26.494032	18.809711	24.44709	19.939096	24.581484	37.737934	22.371529	46.08046	32.96817	19.02054	30.41645	32.579918	18.32571	0	20.24914	
EC:4.2.1.41	18.558958	23.521294	18.214071	19.367828	22.504482	13.61256	19.59161	16.096899	12.921388	43.223167	18.13869	15.09968	20.19449	39.603294	29.78019	0	12.915149	
EC:2.1.1.34	0	0	0	0	0.815945	0	0	0	0	0	0	0	0	0	0	0	1.60496	
EC:3.2.2.1	34.516335	32.853382	35.354767	39.061504	33.893936	43.218933	18.278133	39.883152	33.34045	41.43886	42.71556	26.41583	31.584818	41.49816	47.05591	0	31.036333	
EC:2.3.2.-	1.15304	7.6203227	0	143.48663	0.785725	89.37834	0	0	4.031652	0	3.96528	3.0496602	10.119152	0	0	0	11.659238	
EC:3.2.2.4	399.71844	233.70897	200.67516	185.80756	196.47852	164.7982	244.97174	374.13718	210.2555	203.37773	148.18933	234.26419	206.81372	176.95341	134.53531	0	192.18433	
EC:2.7.1.170	164.77924	194.47723	144.30055	200.54889	100.82538	169.06058	184.85072	131.30453	144.55373	94.349174	92.737946	107.3845	203.49883	94.51036	129.30165	0	167.63918	
EC:2.7.1.163	0	0	0	4.89124	0	20.337101	0	0	0	0	0	0	0.78418	0	0	0	1.60496	
EC:2.7.1.166	1.48133	3.18636	1.15109	5.2751503	0.86319	3.7003198	0	0	0.958965	0	0	3.03163	1.73958	2.26662	2.46192	0	0.578132	
EC:2.7.1.168	0.30257	10.0525	4.58437	12.3911705	4.161794	11.348208	6.605036	3.826867	4.0279818	17.86952	11.96303	3.72186	10.42634	13.92944	12.64848	0	2.64424	
EC:2.7.1.167	113.9402	112.32635	162.11366	59.23468	87.83849	119.15499	154.36124	97.5747	98.3696	73.3861	55.2799	81.3902	115.1252	71.7733	71.9716	0	136.4892	
EC:4.2.1.47	211.43402	142.87383	241.40999	124.45246	170.47453	139.74521	430.94162	247.67055	112.39751	112.259155	77.486115	248.26295	139.67328	83.60884	162.38313	0	168.17635	
EC:4.2.1.46	447.35944	751.4932	384.2722	276.63052	402.79	206.92468	533.90594	420.71152	422.19345	537.0955	402.34393	339.94272	324.7276	507.10834	520.75665	0	585.5718	
EC:2.4.1.289	0	0	0	1.951519	6.08217	0	0	0	0	0	0	2.39529	0	2.79729	0	0	0	
EC:4.2.1.45	72.644585	223.94826	226.68071	64.15339	363.96347	12.572974	17.364927	62.28419	191.38698	51.00317	23.66421	325.89307	166.66031	32.05549	29.54652	0	19.622902	
EC:2.4.1.287	0.907709	6.271595	2.21191	8.715229	0.627507	11.672799	2.534601	1.17247	2.822047	0	2.18531	2.90161	6.95417	0	0	0	1.6439521	
EC:2.4.1.288	0.927442	0	0	19.629261	11.360661	6.4926977	1.39627	0	1.603235	0	0	5.03613	0	0	2.58906	0	1.3602829	
EC:3.2.2.16	0	0	0	0	0	0	0	0	5.62965	0	0	0	0	0	0	0	0	
EC:4.2.1.49	44.020393	52.064182	49.9239	91.59649	51.824413	47.88205	25.363785	52.32347	33.57019	73.167244	53.96237	57.46739	44.873978	52.19159	52.67238	0	28.49602	
EC:1.14.16.2	0	0	0	0.947113	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:1.14.16.1	46.16859	81.17545	116.147606	169.87181	176.95142	71.019104	59.833267	58.35251	54.790577	130.39264	94.64262	117.46007	60.75962	97.31172	40.618256	0	92.29705	
EC:2.4.1.281	0	0	0	1.64442	0	2.116951	1.1108	0	0	0	0	0	0	0	13.266371	0	0	
EC:4.2.1.33	401.34567	497.48746	427.97345	764.5549	394.80432	656.7995	433.19778	447.5553	537.0244	425.84586	379.3437	407.10773	496.19885	393.858	417.539	0	342.4735	
EC:3.2.2.21	512.9318	554.1253	595.437	317.92654	584.01447	444.03476	531.9238	400.42154	439.52142	431.2646	403.2016	700.93896	528.97144	525.1398	412.75214	0	543.6538	
EC:4.2.1.32	12.14655	1.67761	9.348663	1.2564919	4.33003	10.059567	10.6646805	16.927092	9.233498	17.59694	9.93159	0	8.79128	0	7.07014	0	9.64287	
EC:3.2.2.20	98.32631	120.96617	66.31187	61.15307	51.23783	97.10325	90.99394	97.11942	56.379078	37.9546	65.1681	47.354843	111.410736	39.16385	84.111015	0	111.500275	
EC:2.7.1.160	0	0	0	1.48414	0	1.85728	0	0	0	0	0	0	0	0	0	0	2.96633	
EC:2.3.2.2	209.2789	202.68314	121.895874	159.77441	102.92449	408.61316	128.77809	245.08849	151.1745	177.73517	161.02391	106.36754	190.86284	155.69092	143.51569	0	116.62303	
EC:1.6.2.4	0	2.038311	0	9.33786	0	8.253719	0	0	0	0	0	0	0	0	0	0	9.813503	
EC:2.7.1.150	0	0.504087	0	0	0	2.18246	0	0	0	0	0	0	0	0	0	0	1.8713291	
EC:1.6.2.2	0	2.577211	0	4.52472	0	8.054689	0	0	0	0	0	0	0	3.14461	0	0	7.444037	
EC:2.7.1.153	0	0	0	6.11417	0	4.1004353	0	0	0	0	0	0	0	0	0	0	6.067244	
EC:2.3.2.6	68.522964	84.7731	59.320454	56.37352	57.485493	60.323376	60.106506	85.09011	64.284836	60.68802	48.94686	51.757423	72.317635	67.554306	53.705837	0	63.15774	
EC:3.2.2.-	72.58447	81.25631	61.167133	84.6469	68.41279	143.08704	67.84362	110.68285	109.556656	61.60163	60.63537	47.12777	109.48921	98.54526	118.59794	0	64.45541	
EC:2.3.2.5	0	0	1.56677	0	0	0	2.00794	0	0	2.43751	0	0	0	0	0	0	0	
EC:2.3.2.3	47.14037	68.899345	53.777424	38.648174	39.895645	39.54901	42.98146	50.8379	50.700153	61.44992	103.695305	45.34268	73.13144	58.483692	73.62073	0	46.086838	
EC:2.7.1.156	40.588303	37.741543	31.035578	74.18575	32.724636	49.744644	26.50504	47.64479	28.65884	18.255253	21.50815	28.42281	51.009502	25.46103	28.90264	0	32.633484	
EC:3.1.4.3	3.260515	5.37864	2.4031081	10.981689	5.731819	4.7919283	5.15311	3.720255	17.061565	0	1.90579	5.43089	5.289935	4.17729	1.01002	0	1.01234	
EC:3.2.2.26	0	0	0	10.83001	0	11.3788805	0.727949	0.85004	1.5780699	0	0	2.1675	0	0	0	0	1.03397	
EC:3.1.4.2	0	0	0	0	0	1.45976	0	0	0	0	0	0	0	0	0	0	0	
EC:4.2.1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.46883	0	0	
EC:2.3.2.8	141.42128	145.83122	100.84419	110.604614	130.14136	85.368774	102.52659	160.65047	111.32324	102.968254	116.873474	113.23569	118.50128	138.83928	97.59565	0	111.8097	
EC:3.2.2.23	77.196335	158.64783	79.23859	111.92856	63.762234	132.58482	87.530975	61.85769	107.919266	71.08827	36.732002	72.2348	122.7549	70.99542	69.90196	0	85.15469	
EC:3.1.4.4	9.04877	14.653329	0	7.933298	0	9.721888	2.103654	14.792801	13.580951	7.12512	3.0578	3.54066	12.905334	0	1.99808	0	3.09741	
EC:3.2.2.24	0	22.64318	0	5.22936	0	0	0	0	0	0	0	0	12.982248	25.7653	0	0	32.4875	
EC:2.4.1.276	2.70537	3.4858298	6.1768503	2.87004	3.997627	7.42585	5.67629	1.32302	1.67364	9.1313305	6.4626493	1.92918	3.77985	2.34972	1.99808	0	1.99807	
EC:1.21.99.2	0	0	10.98268	0	6.17301	0	14.2295265	0	1.46518	1.556	0	17.86063	0	0	1.99808	0	0	
EC:3.2.2.27	93.57481	78.769646	50.25196	81.045296	50.30371	90.05565	103.932274	71.476654	69.51877	108.94502	93.428986	50.024372	72.365524	91.05227	55.02808	0	112.926895	
EC:1.3.8.7	1570.4758	929.7153	1552.5769	604.41614	2021.9164	1454.0352	936.8932	1487.0182	1236.7046	1742.0725	1849.6425	814.49084	1394.1617	1952.9404	2351.142	0	1117.2142	
EC:2.1.1.13	286.46173	428.28894	214.07146	366.13254	177.83633	428.02484	405.70245	199.6463	189.84947	212.34933	220.30127	235.76132	342.50082	259.87506	237.94778	0	287.27878	
